status_id,label,sub_label,fulltext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099683042019336193,2,,This is one very major reason why you should never be elected and why so many will work very hard to make sure you aren?ôt! https://t.co/AT4Bj3iate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099635903625080832,1,,"Leaders stay on top doing these things exceptionally well:
1) creating more overall value for their customers than competition  2) blocking every significant competitive move
3) building a learning work environment where everyone counts, putting the right people in the right jobs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099383811228487680,3,,Many Thanks for all of the birthday wishes! It's great to be 2^30.6663560999 seconds. I've enjoyed every one of them and looking forward to many more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099337999806943233,1,,How much you pay your staff should be up to you.  It?ôs your ??business. ??https://t.co/3CMfvuCIta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099337761289494528,9,2,This is the problem ... people in government think they ??run ??the Country.  And then they want more money to do it! https://t.co/V88HzqQrL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099122204783063041,1,,This is definitely worth the watch!  History unfolding bf your eyes!!! https://t.co/3yoq99W4KF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099101999382040577,0,1,"Ready or not, here we come! ?? ?¶@DellTech?? https://t.co/sza0bEzbuq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1099021885021605889,1,,"Focus on action versus activity. 
What I?ôve learned is to make sure I spend time on the action that?ôs going to drive results.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098988238176432128,8,1,?úThe best leaders have to organize and get along with people.??This week's @ogolead Leadership Podcast guest is my Dad and Author- Charles Novak. We can all learn from his journey across America.?#HomeIsEverywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098919702095687681,1,,The power of recognition is contagious. Have fun catching people doing thing right and others will too!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098785216607469568,2,, @inafried Maybe the big issue is that so few hate crimes are reported?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098777159999606784,8,1,Thanks for sharing! https://t.co/nknzCV3Odp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098705845976793089,8,1,Great day on our @oGoLead recognition training with @UnbridledCapit1 #leadership https://t.co/6qnuCpB1OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098673336404660224,7,0,"Welcome to the @VMware @DellTech team @brianmadden. Keep up the direct conversations with our customers! 
https://t.co/6yNHL5v1nm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098656099270623232,1,,"Great work from our @DellTech Consulting team 
https://t.co/j9vlWE1WE9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098652301177192448,1,,"Congrats to @Goutam20 from @BT_India on publishing an amazing new book ??Jobonomics. I spoke with Goutam about my predictions for future of #India as a #StartupNation, which you can read more about when you purchase your copy of the book! https://t.co/H7yUJRh8yq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098628093135278081,0,,Having fun w CNN photo shoot of my office w pics on walls and even ceiling of deserving people I?ôve recognized around the world.  People say I have the greatest office they?ôve ever seen bc it features pics of people who make it happen and is so much fun!  I?ôm humbled and agree! https://t.co/SlcZ1hXjGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098616418004754439,1,,Beautiful ! https://t.co/KhRjP7GWGn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098588711665745920,3,,"I?ôm so proud of my Dad, Charles Novak, for writing a memoir, #HomeIsEverywhere, about his life and the lessons we can learn from his journey across America. His book and my leadership podcast with him, will help you learn more about the beauty of a life well lived.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098575747105652741,6,3,Super impressed with this tool to improve health. What does your Oura Ring say? @ouraring https://t.co/LIMJGQbz9s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098569422351069184,1,,You can  only help others achieve more by elevating your own level of leadership and that?ôs why you should always be trying to raise your  game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098425670529662976,7,8,@mrshchandler @LeadtoFeed @NationalFCCLA @CTECUSD @chandler_fccla Thanks for sharing! Great to hear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098424933246529537,7,8,@vince_volpe Thanks for sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098418450425307136,8,1,@mollytschang - a great learning journey- thanks Molly #mg100 https://t.co/m6MdyTB2CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098357782296711169,7,8,"Last night, I was asked about my vision for our nation's future. It's rooted in the hope we all have for our country. #ReimagineUS https://t.co/weJrgb27sJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098340874872897536,8,1,"Connections like these are what makes a day, am I right? Thanks @CharlieRymerPGA! https://t.co/xUf0LQxgFc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098335543002308614,7,8,Team huddle in day two of our recognition training. So excited to share everything I?ôve learned about power of recognition. Stay tuned! #leadership #recognition https://t.co/qNcFd1ld0V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098316097860775942,2,,Stop already!  The @nytimes is not the enemy of the people.  They see things differently than you. Why don?ôt you take them to issue and debate them vs  harmful name calling. Grow up and be Presidential! https://t.co/m5j4Sfr7sK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098314719746637825,2,,What is a ??powerful ??Wall?  Looks pretty ugly to me... https://t.co/9yq1m1OiTd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098286808452890624,1,,"#ICYMI @Savills has released their list of the best global cities for tech ??&amp; some might surprise you! I strongly believe we have to look outside of major hubs &amp; bring #tech jobs &amp; #startups to all areas of a country, including to the heartland of the US. https://t.co/mVW7Wq9jQr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098263157557133314,8,1,@harley45_ @EWood70 Thanks Joanne! Hope you?ôre having a great day!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098262944209686528,8,1,@akosnik @EWood70 Thanks Alan! Hope you?ôre having a great day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098262692551372804,8,1,@SmithAgnese @EWood70 Appreciate your kind words,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098262542600814592,8,1,@EWood70 @UofLfca That?ôs huge. Thank you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098261463041486849,1,,Thank you! This means a lot. https://t.co/eCR1PmqRkR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098253292382158849,6,,".@CharlieRymerPGA I want to recognize you for being one of my favorite commentators. You are always positive, upbeat, fun and most of all, insightful.  No wonder Golf Channel is so successful. Thanks for all you do!  David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098228337414008832,2,,"Go for it @HowardSchultz.  This is America, land of freedom and opportunity for all. We will need more choice then the extreme options the R?ôs or D?ôs put up and you clearly offer that choice. Go for it! https://t.co/9GsNcPcb4Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1098198025644724230,1,,You get as  much or even more joy giving recognition to others than receiving it yourself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097999785355669506,2,,Is this endorsement a positive or a negative? https://t.co/KnnFmybTwz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097967322369646593,7,,"Thanks, @YahooFinance &amp; @BrianSozzi, for having me on the show! I had fun talking about #startups, expectations for #AI &amp; #cybersecurity, &amp; my M&amp;A playbook. https://t.co/a1vPK8nLsD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097935878234738702,8,1,Leading a discussion on #Recognition with a group of young leaders.  Learning a lot about the challenges they face and how they can use recognition to drive results in their businesses.  #ogolead https://t.co/vXAPObAvuN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097898501567057921,1,,"Will an MBA guarantee your success as a leader? No. 
To get ahead in any industry, you need to master this skill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097882741004066816,9,,Awesome! https://t.co/ix4SLuQq6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097702184681013248,2,,Did anyone from FBI investigate @BarackObama when he was caught on open mike telling the Russians wait until after the election?  How is this different. All politicians say stuff that is potentially troublesome but unlike anyone else they are elected by the entire USA. https://t.co/8j3UeWdpG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097700696814571520,2,,"To this day, it?ôs incredible to me that @BarackObama didn?ôt try to solve the crime in Chi when he was most powerful man in the world. I will never understand why he looked the other way. https://t.co/qSsSEzfERy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097570505903661056,6,,How is it that he does it so much more gracefully and artistically than all others... before and since  ?? https://t.co/VPExRwAbfY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097569750199070720,9,,Very sad.  This violence has to end. https://t.co/GfzvnDhV5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097564000529739776,2,,Republicans have to stop pandering https://t.co/EKkVLuNatR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097560117527044097,2,,"@realDonaldTrump says lots of stuff.  He?ôs a salesman who constantly makes stuff up, says what crosses his mind without thought, stretches the imagination particularly when trying to make a point just to a greater extreme than most... He?ôs incredibly anno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097523330041573377,10,,Cool https://t.co/seRKfU7Zeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097522270921097218,2,,McCabe has zero credibility. Period.  Shame on @60Minutes in an attempt to legitimize him and his inappropriate actions. Plenty wrong with @realDonaldTrump but stuff like this entrenches / strengthens him doesn?ôt credibly challenge him. https://t.co/L6u7azFpMo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097521543800733696,2,,Very important for the Republican Party and our democracy for the GOP to put up opposition candidates for @realDonaldTrump and not be seen as the party of Trump.  He needs to be challenged at every opportunity possible. Would love to see real candidates emerge. https://t.co/1xgRtFoxT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097520482704740352,2,,"This man is evil, always has been always will be. Important to educate his followers on the truth. Also for other leaders of color, church &amp; otherwise to come out &amp; denounce him. Great opportunity for @BarackObama to step up &amp; be courageous in denouncing this evil man. https://t.co/RQB9Mqhuve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097454454218067969,1,,Make a commitment to be a ?úknow how junkie?? The difference between  being a good performer or a great one is whether or not you are an avid learner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097257746028789761,0,,Our WD-40 Company Tribe are the Foundation of our success &amp; we are proud to be a meaningful contributor to the USD MSEL program &amp; cohort 20 are truly AMAZING!! #msel #USD #wd40triballife #mg100 #thelearningmoment https://t.co/BMsCOwUrpI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097236843471532033,8,1,Thanks Eric. And I love how you care for others and the community. You are a true leader that walks the talk! https://t.co/gSQWN2fbML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097181338166161408,9,2,"Totally agree. We should tax all income the same. Agree on a tax rate for all income over $100k,say 30%. If you earn $200k from mix of ordinary + cap gains + dividend income you pay $60k period. Add another 5% for all income over $1.0 mill. Make it easy. https://t.co/LIdnBTd4mi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097160534569484288,1,,Vision is a picture of the future that fuels the passion of you and your people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097151444765990912,2,,"Stop already. Do your job, let them do theirs. https://t.co/0mOkg8vMjJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1097151333159755776,2,,"It?ôs called comedy.They make fun of all sitting Presidents, R &amp; D and happen to do a pretty good job, hence being around since mid ??0?ôs. Don?ôt be defensive,sit back &amp; get a good chuckle. You make it easy for them..you give them so much material. Don?ôt take yourself so seriously. https://t.co/38M01YCX0q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096835407252082688,2,,Yes it has.  @brhodes admit your mistake. You had your chance and you could have done so much more to force Iran to lay down its arms. https://t.co/txVkXFM7K6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096762142043316227,1,,"Doing bigger things and being a better you go hand in hand. You really can?ôt do one without the other.  Think about your goal and yourself the same way. Identify what you want to change,make a plan for improving yourself, set deadlines and benchmarks, and seek feedback and help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096612843334463493,1,,@GarySinise is a true American hero. https://t.co/ZKaWkuAwBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096602045715382272,3,,You are blessed my friend.  Nothing more precious https://t.co/8PWrJ0LNlk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096601380058361856,3,,Beautiful! https://t.co/nqDLCFauBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096378829873008640,1,,What are the behaviors that drive the success of your team or business?  Recognize the heck out of them and you will see it happen more often.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096227712002191360,9,,How does this help @AOC ?òs community? https://t.co/KjjMIOP8Ot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096226046423101440,9,,This is crazy!! https://t.co/yY6f11EeeV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096225684865789952,9,,You can?ôt be serious?  What planet did you just arrive from? https://t.co/y52tNjiQEm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096223026775875584,1,,How much does Amazon pay in wages? How much do they pay in medical for their employees? How much do they pay to suppliers? How much do they pay to utilities? Real estate?  How much does the US Postal Service get from Amazon? How much do they donate to charities? Just wondering... https://t.co/aAL8wtPM6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096184147524096000,8,1,"Find out how a business idea can grow to a multibillion-dollar company.
Paul Sarvadi, Chairman &amp; CEO of Insperity, explains how taking care of your team will produce results and grow a business in my latest @oGoLead Leadership?#Podcast
Listen here: https://t.co/NO7DJuYbZP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096156765954072576,1,,"The important/responsible thing to do is not putting out a plan. The responsible thing to do is to put out a thoughtful plan, affordable, yet puts money back in the hands of the people. Members of Congress should be trying to figure out how to reduce the cost of govt https://t.co/uPw6KXJi0d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096154306179358720,1,,The investment in jobs create trickle effect of even more jobs.  Oh well! https://t.co/SG4t2c0wmV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096154062821576704,9,,Wow!  Do you @AOC actually call this a victory ?  This loss will be felt by many generations of New Yorkers. https://t.co/VXtAA3wXo9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096144270501638144,0,,"During my time as CEO of Cisco, we reinvented the organization time &amp; time again ??&amp; now I?ôm doing that in my own career with my next chapter as a #startup mentor &amp; investor. Thanks to my friend @levie for having me speak to top leaders during @Box?ôs Leaders Day! https://t.co/expBHYx5Hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096091850199441408,3,1,"Had a chat with my friend Paul Sarvadi, innovative Co-founder, Chairman and CEO of @Insperity. Love his passion  for helping leaders and companies who have a ?úbetter yourself??mindset. Enjoy!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096062549156495361,2,,You?ôre in Congress .  Do something about it!  Make it a priority!  This is more important than running for President. https://t.co/aAMlt0ArLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096062192971964416,2,,Why spend any of your time on this nonsense?  Let your staff handle this stuff. Focus on your job. https://t.co/efJuiUYCzR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1096048372794834945,9,,"Wishing a very #HappyValentines Day to all of our customers, partners and team members! ?§Ô? May love surround you @DellTech @VMware @DellEMC @pivotal @Secureworks @virtustream @boomi @RSAsecurity @Dell https://t.co/p2h7TvPd0G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095926863359143936,7,,A fantastic conversation with @BillKristol at the Philadelphia @FreeLibrary tonight. Thank you to all those who attended! https://t.co/tw1IENoLcA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095878766172258312,2,,This was Congress at it?ôs worst. https://t.co/Uo9QYOLop5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095878650321403904,1,,"Oh come on, did you watch it.  It was a joke. @IlhanMN was so incredibly off base, unprofessional &amp; out of line. She didn?ôt know what she was taking about &amp; couldn?ôt even read her statement. Her questions were loaded. She wasn?ôt seeking truth, she was seeking ego gratification. https://t.co/Uo9QYOLop5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095864172959670273,2,,I don?ôt know the details but please agree there are risks associated with new ventures / technology.  How did you do with your casinos in Atlantic City?  Did everyone get repaid? So let?ôs encourage smart people to take risks kthat have the potential to improve the planet. https://t.co/JPBtRPcojN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095863497550954496,10,,@HART_EdTech Thanks for sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095861008101453825,9,,This might be fine.  But how will we deal with Yemen after ? https://t.co/qOQxltzEP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095860310446096386,9,1,"You did great. Suggest spending the next few weeks developing a platform. Be prepared on tax rate,it?ôs potential implications on the economy, why change is necessary ; plan for your Starbucks stock (i.e. blind trust, outright sales); immigration, China, trade,TPP, other. https://t.co/fTlYtIRMm0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095829678319853568,7,8,"""When people talk honestly about what's broken and communicate disagreements with civility, problems get solved."" My thoughts after last night's @CNN Town Hall. Thank you #Houston and @poppyharlow! https://t.co/iJdP5H1XF0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'1095814329209901056,9,2,As a white man who grew up in an integrated community I know exactly what @HowardSchultz is saying.  And yes he has worked hard at creating equal opportunities for all.  It shows in his actions not just his words. https://t.co/YXGnAqgNtd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
