status_id,label,sub_label,fulltext
'939359565685993477,0,,"@joshuarkittle @Cisco Thank you, trying to change the world and have fun making a difference"
'1009164002495086592,1,,It?? exhilarating to work with the most innovative #startups across the world. Huge congratulations to @JC2Ventures-backed @SparkCognition--one of the leading AI/ML startups--for making the @WSJ?? Top 25 Tech Companies to Watch in 2018! https://t.co/JleP3fYhRL
'1093852543191601152,1,,"I would like to congratulate @cpinfor and the @Infor team on opening a new office in Charleston, WV. We need to bring tech jobs to the heartland of America and this is a great example of how companies can do just that. Go Mountaineers! https://t.co/dq8XHS5F8r"
'1040651585569742849,8,,"In my upcoming book (on sale 9/25 &amp; available now for pre-order), I reveal my leadership lessons, business successes &amp; mistakes. @jenamcgregor @washingtonpost captured the essence of #ConnectingtheDots very well in her latest OnLeadership article: https://t.co/dZzGV8MWMK"
'1045018882342363137,8,,"My biggest mistakes weren?? that we moved too quickly, it was because we didn?? move fast enough. I have zero regrets about my bold moves, even when they failed. #ConnectingTheDots shares other valuable lessons I??e learned throughout my career, which you can grab in stores now. https://t.co/mJKKJPu6cY"
'1062029177036005377,7,1,"It was an honor to be back in my home state to the Chambers School of Business at @WestVirginiaU. I?? excited to work closely with #WVU to reinvent its curriculum for the #startup era by focusing on innovation, skills training &amp; digitization. Let?? go Mountaineers! https://t.co/RT3zyu1yul"
'1012196441878552576,7,1,@ChristopheWheat @balbixinc I agree and thanks for the feedback!
'883060323707527168,0,,"Excited about the partnership between @Cisco and @TomTom to build smarter, safer and less congested roads #CiscoCDA https://t.co/1Vxgrtz6Gg"
'1126555466589282304,7,1,"Good to connect w/@TNI_Influence to share more on where I think the future of #tech is going &amp; why #startups are the future in terms of job creation, GDP growth, inclusion &amp; innovation. I?? lucky to do what I do ??coach &amp; mentor 18 game-changing startups! https://t.co/gorzT7Jogm"
'1129375545672851461,7,1,"It was exciting to participate in Tech for Good, sponsored by French President Macron during #vivatech2019. There has never been a more important time to come together to discuss this important topic. Another successful VivaTech, I really enjoyed my sessions with startups! https://t.co/7n2FQe1XGV"
'977212025297227779,7,1,@mandarapte108 @Mukesh_Aghi @narendramodi @EmmanuelMacron Agree
'1021494960959508480,7,,"Excited for my fireside chat w/ @SVBizCrom at @svbizjournal?? annual celebration of ??he Pitch??on Thurs. to talk about advice for #startups &amp; my new book, ??onnecting the Dots: Lessons for Leadership in a Startup World,??which will be available in Sept.! https://t.co/Vvcb3RI2VG"
'875388914952843264,7,1,.@Elysee @Cisco immense pleasure meeting again @EmmanuelMacron @VivaTech to discuss #France's bright future! https://t.co/SeSZh7lL2R
'946085512493678592,0,3,"@KaraRizwan @Cisco Rizwan, thanks for our friendship through the good times and some challenges. Friends for life"
'1133837605924007937,1,,Enjoyed getting to know @guypod @snyksec at the Next European Unicorn Awards during #VivaTech2019! Snyk has a huge potential for success because this #startup is staying ahead of the next market transition by focusing on open source &amp; software security! https://t.co/7vmOoeZhl6
'977932672000344064,7,1,@KiranKotlaIN @narendramodi Agree on all three points
'1007806130246934528,10,,@IanGertler @JC2Ventures @OpenGovInc @Cisco @DioFavatas @robinkoval @truthinitiative Ian thanks for the connection! It takes an ecosystem to address the really tough issues
'963850833036128256,7,9,That?? right??crickets are the future of protein and we??l all be eating insects within the next 10 years. Thanks again for the great conversation @DavidFaber https://t.co/NFsBznqWht
'939360782092922880,0,,@asheaw @Cisco Could not agree more! We miss you!
'1024048065605300224,7,1,"I had a blast talking about the latest news from @JC2Ventures at @svbizjournal's annual Pitch event. To learn more about the advice I shared that I give to each of the #startups that we strategically partner with, check out the article below by @SVbizcrom https://t.co/d2o941jSbO"
'959493402990600193,1,,"All shopping is now social, whether you are ready for it or not! Congrats to @JC2Ventures backed @Sprinklr on the launch of Gallery which will help retailers manage this transition, announced @NRFnews https://t.co/VDHAsD8lqo"
'1033085197971939328,7,1,Congrats to my good friend @tim_cook who celebrated 7-years as @Apple CEO this week! It was a pleasure to be on @CNBC Squawk on the Street this morning to talk about Tim?? leadership style and how he has evolved Apple since taking the helm. https://t.co/5GCYJGmwHq
'1114048519831052290,1,,@DrJamesLogan @JC2Ventures @uniphore Doctor Wang was the smartest person I have ever met. He built a number of amazing products
'974057138585661442,1,,Still feeling energized after my trip with @EmmanuelMacron to meet Prime Minister @narendramodi. France is becoming the innovation gateway for Europe and India?? focus on digitization is propelling the country forward as a global powerhouse. It's an honor to be part of your team! https://t.co/QbuNrO3far
'946501750378323968,3,,"@PriyaPatils Completely agree, happy holidays"
'1103825948720295936,7,1,I?? betting big on the future of #cybersecurity through @JC2Ventures. It was good to return to @RSAConference this year to learn more about the latest security trends &amp; take the stage with my #ConnectingtheDots co-author @dianebrady! https://t.co/w7kz6Kr3ob
'1110641734613004288,1,,"Congrats @glossier &amp; @RenttheRunway on becoming the latest female-founded unicorns! Successful female leaders like @EmilyWWeiss &amp; @Jenny_RTR underscore what I love about #startups??hey foster inclusion &amp; diversity, which positively impacts the bottom line. https://t.co/3qW3EnbpiC"
'936378553578524675,3,,@Jeremy_Wright13 You are right and all is well
'1062588738776125440,7,1,"@cbpcl @ANR57 @WestVirginiaU Charles, great to hear from you! We can do this together with the help of many global Mountaineers."
'955845106552029184,1,,@j_n_s @LaFrenchTech @EmmanuelMacron Thank you my friend. Will try my best to make a difference and encourage others to choose France for their jobs and investments.
'1116457981434970112,7,1,Great speaking w/ @peterhigh @Forbes at the #ForbesCIO Summit this week about what it takes to thrive in today?? digital world. I believe large multinationals can benefit from building ecosystems &amp; partnerships w/ #startups that can innovate quickly &amp; attract tech talent. https://t.co/8SM6ethWDc
'1013925265762734080,7,1,"@Sprinklr Sammy, thanks for your feedback and The two takeaways you mention are two of my most important messages to startups. Thanks, John"
'953406021707317249,1,,"@KiranKotlaIN AI, NLP, IoT, big data, social media and security"
'875668558268817409,7,0,Excited by @Cisco #Globalproblemsolvers #nextgen education program developed and piloted in #France @acgrenoble https://t.co/w7GcUkSl9I https://t.co/xiHXUNfIVt
'953776561685069824,7,1,Good talk with @danprimack @axios about the launch of @JC2Ventures! https://t.co/vp9VI9l2q1
'998941277336080386,1,,"10 years, 15 patents, 100+ languages! Congratulations @Umesh_Sachdev @saraogiravi and the entire @Uniphore team. It?? been an exciting decade of unleashing the power of speech! I?? looking forward to our continued work together in the months and years ahead. https://t.co/Wt7LwqHdoA"
'994231792851996678,7,1,"Tune in to @CNBC?? @SquawkStreet tomorrow morning, where I??l be talking about the latest market transitions, global startup opportunities and challenges, and projects underway @JC2Ventures!"
'1108845588072685575,10,,"@Mohamed48294101 @HarvardBiz Thank you, will do my best"
'1029838320967114752,1,,"A year ago, I said it would only be a matter of time until an attack like the one against Venezuelan President. @Dedrone is right: this isn?? the first &amp; unfortunately won?? be last time #drones are used with malicious intent. Airspace must be priority. https://t.co/cwBxO2IlSQ"
'931253584598933504,10,,"Everyone asks me, what do you look for in a startup &amp; new employees? My answer: do your homework, match your skills to the opportunity &amp; what differentiates you? But it starts with an almost perfect &amp; flawless opening. Read this &amp; look between the lines https://t.co/AwtxxxVEQx"
'939362962157977601,0,,"@bshore1998 @Cisco Family for life, great picture"
'987398879103467521,1,,"I??e said it once, I will say it again ??France is leading Europe in innovation and #startups. President @EmmanuelMacron is one of the top global leaders! Great to read about the initiative to boost AI in France in @Forbes. https://t.co/33WCK7R3b5"
'1085450925525819394,7,1,"It?? an exciting time for @Lucideustech and CEO @SaketModi_ , and I couldn?? miss out! Good to be here in Mumbai celebrating #BSE, India?? premier stock exchange signing an MoU with Lucideus to secure stock brokers using SAFE. Congrats to the entire team! https://t.co/8TYYe09AUa"
'938838885596983296,0,,Join me NOW on Facebook Live as I close my?@Cisco?office and look ahead to the future working with startups! https://t.co/ggsxYkk9lj
'1051143772694671360,8,,@sisodiabhumca Hope you enjoy the book! And find it useful in life.
'936378062870065152,3,,"@Chriswenzel Thank you, glad to share the chairman?? experience with you"
'1057176553145032705,7,1,A warm welcome to the @JC2Ventures family @Lucideustech! CEO @SaketModi_ and his team just introduced their cutting-edge SAFE technology that could transform the entire cybersecurity industry. Cheers to many years of partnership ahead! https://t.co/pEYtZKKsZZ
'981700774265843712,1,,@ManjitGrewal76 Fair question
'915271422280208384,1,,"As a fellow dyslexic, I'm amazed w/ @cliffweitzman &amp; https://t.co/HWduq3bjfM will read any doc/webpage in a human voice. It's life changing. https://t.co/bA0y47mmtB"
'963569589924675586,7,1,"I?? always happy to moderate a discussion with #SiliconValley business leaders, especially when the focus is on #startups, #innovation &amp; #entrepreneurship! @USISPForum https://t.co/oUqYcA3yyl"
'1110986840989822976,7,1,"To lay out a vision &amp; get people to believe in it isn't easy. Yet, after hosting a day of events about our partnership w/ @WestVirginiaU, which will bring #tech jobs to America's heartland, I'm confident in our vision to position WV as a startup state and model for the country. https://t.co/ocKfBMZC0q"
'875418693618061312,1,,Big congratulations to @Lincrevable_ &amp; @ulive for winning this year's #Switchupchallenge @VivaTech #Sustainability #VivaTech #startups https://t.co/e1fhDIOS4A
'979201229149491201,1,,"@mdennedy @Jason_Rowley @TechCrunch Completely agree! Having lived in Indiana, Ohio, Illinois, and West Virginia."
'946082214055313408,7,1,@journoanirban @JoergLamprecht @Dedrone @johnlivingston @SkylarkDrones @airpix @Idea_Forge Fair question. Will be focusing on the next several startups out of India where I could possible help and be fun to work with the CEO.
'1105539360319954945,7,1,"Thanks for chatting w/ me, Mike Fong @Privoro &amp; @Vijay-Voice @pindrop, @sean_martin &amp; @MarcoCiappelli @ITSPmagazine! It was great to talk about how #startups are innovating large enterprise security operations while also keeping society at-large safe.  https://t.co/ixJf7lqFYL"
'953404500248702976,1,,@rojenkin I will try to not disappoint you!
'958206050481577984,3,,@MichelleAsh18 Beautiful young bird that will never fly. Once they get over 3-5 pounds then their survival rate goes up dramatically
'918236121598849024,1,,#WisdomWednesday. @GlobalSWAI participants going from idea to prototype in 54hrs. Good insights @Sam_Ameen  https://t.co/hDxOOFvfry
'1109488901880610816,7,1,"@ryanlouie @RSAConference @dianebrady Thank you, I believe in connecting with the people who attend my sessions, it is how I get feedback"
'953688048457326593,7,1,"Great conversation yesterday with @CoryTV @Bloomberg about the start of @JC2Ventures! I?? so excited for my next chapter where I will be doing what I love ??mentoring and helping young companies and their CEOs grow, scale, and succeed. https://t.co/TVdsQTGvSU"
'936378406702370817,3,,@StevenShah Unconditional love
'1107512460326498304,7,1,"@allygleeson Alison, great to reconnect. Tremendous honor."
'972537740670550016,1,,I couldn't agree more! @EmmanuelMacron @LaFrenchTech #indianyouth https://t.co/g0q2FnV4w0
'1131742208506204160,2,,"@chinnusenthil1 @narendramodi @PMOIndia Please call me John, investments in these areas lead to long term economic growth."
'903693722491039744,2,,I'm more optimistic than ever about the future of France. #France is the next big thing. #attractive #labourlaw
'934983577258819584,3,,"@BlastoffLabs Beautiful family, they grow up so fast"
'907700369832132608,7,1,Israel?? startup scene is growing rapidly. Excited to spend time with very diverse regional startups to learn more about what comes next! https://t.co/fFTpVAFpKk
'908393349543088128,7,2,Getting together with my great friend Henry Kissinger to honor @PresidentPeres https://t.co/uGdBVnJGBJ
'962191304657547270,10,,@pjschuster @jonfortt @davidfaber @MorganLBrennan Will check it out. Thanks
'1097967322369646593,7,,"Thanks, @YahooFinance &amp; @BrianSozzi, for having me on the show! I had fun talking about #startups, expectations for #AI &amp; #cybersecurity, &amp; my M&amp;A playbook. https://t.co/a1vPK8nLsD"
'997206259655847936,1,,"The biggest mistake I??e made in my career was moving too slowly. Waiting for the ??erfect moment??has killed more #startups than moving too fast. There are other missteps startups should avoid, such as planning for the short-term not the long-term, according to @Entrepreneur. https://t.co/gbhFOspkOI"
'936670032901185536,7,1,"It was an honor to moderate a #GES2017 panel with tremendous talent. @IvankaTrump, you rock and made all of us proud to be Americans in India! Thank you Prime Minister @narendramodi https://t.co/srmJkd26ud"
'1127620607720312832,9,,@MuathRGH @Uber I agree
'935311883447320576,1,,"As I said 3 years ago, India is the country to bet on! It's now becoming apparent to everyone. Congrats @narendramodi @PMOIndia on jumping 30 spots in the World Bank's Ease of Doing Business ranking! https://t.co/iSkTdR96dz"
'1131742379742904320,1,,@RajmohanPanadi1 @MukeshAghi @narendramodi Thank you
'987482865930661888,1,,@mmoazami @EmmanuelMacron @Forbes Yes it does!
'926190314435461120,7,1,@wvucobe @launchlabwvu It was great to be back home at WVU ??thank you for having me!
'912860426249138178,9,,"@BarrickGold #digitalmines of future are like air traffic control centers underground, dancing in #5D and will dramatically increase ROI"
'1057666199616544768,7,1,"Since @narendramodi took office, India has moved from #142 to #77 on the @WorldBank?? ease of doing business list, which serves as an example for the rest of the world. My colleagues from @USISPForum all agree that the progress made in just 4 years is astounding. https://t.co/g1VO6NhAoi"
'991440509095772165,1,,"A new study by @PwC shows younger users are adopting voice technology at a faster rate but are using voice assistants less often than older users. Security is a major concern for many consumers, which is why we must focus on privacy as we continue to drive the revolution to voice https://t.co/UXng6Gcbsx"
'966436673989984256,1,,"Excited to add  #AI, #ML, &amp; Security leader @SparkCognition to the @JC2Ventures portfolio. Congratulations to the team on all their accomplishments to-date. We look forward to mentoring you throughout your digital innovation journey! https://t.co/RmHYiKTM10"
'923708033288433669,9,1,"I hope I?? wrong, but it?? very likely for a drone enabled attack in a public place in the next 12-24 mons. We need to get ahead of this now https://t.co/tU58ocWHKc"
'908380621449330688,7,0, Continuing our CDA work for inclusion for all in Israel. Congrats to @GilaGamliel and @CiscoIsrael on the Zahar Smart Industrial Zone!https://t.co/FT6E0U4UK2
'946496286936645633,3,,Happy holidays to friends and family near and far! The best part of the holiday season is bonding with family as we laugh about old memories and make new ones together. Check out these future golf champions! https://t.co/lIx1PWz6Sw
'963973780082012160,9,,@AIEckersley @davidfaber Of course! Eat them 3-4 times a week. And a seven course dinner with crickets combined with each serving at one of the top Restraunt in  the world!
'1107512991530909696,7,1,"@paneendrabellur @StartupSanatana I agree, in India, US with focus on West Virginia, and France."
'990027145584889856,1,,@JeffFarrah @nvca Completely agree
'942072305311612928,10,,"@YumikoKokuryu @airware @ytechdata Thank you, I believe it will happen"
'934871376565071872,10,,@SShikhlinski Yes they do!
'1051616318124744704,7,8,@BlairChristie @ChurchillClub @melselcher You would have fit in great!
'955731213867802624,7,1,"@CMenindes @LaFrenchTech @EmmanuelMacron Exciting times in France, encouraging all to choose France"
'925421000719663136,7,1,"Looking forward to #Techonomy17 next week. I will discuss the importance of a startup nation and world @techonomy
https://t.co/R1tFYwPXuB"
'1028013807623274496,1,,"To become a Startup Nation, the U.S. must facilitate the ??ise of the rest??and boost the number of #startups in cities like Detroit, Pittsburgh, Cincinnati. Interesting read from @CityLab on the geography of tech startups and startup hubs in the U.S. https://t.co/FI8DUB3uTX"
'1106081452804857856,7,8,"@Prasadikiran @Nasdaq Thank you and hope you use the book as a go to review in the future for how to handle both opportunities and setbacks which we all will face,"
'939363114289586176,7,0,"@YumikoKokuryu @Cisco Thank you, it was my honor"
'915285554643664896,3,,"My thoughts &amp; prayers go to Paul's family. He was a good friend, peer, &amp; partner for 20+ years who believed in giving back. We'll miss him. https://t.co/JTjHXGz30D"
'979497777389453312,9,1,"You heard it here first, the next big thing in biometric security has arrived - and it sure tastes good! @pindrop ?? #Tongueprinting technology is by far the most secure and accurate identification method that exists is today. Check out the video below to see it in action! https://t.co/4bDFCNZt0N"
'974716392703340545,1,,"What I love about Prime Minister @narendramodi and President @EmmanuelMacron is their ability to dream big, create a powerful vision &amp; the courage to drive it through fruition. https://t.co/44Lm0oRN7E"
'1128694289595346944,7,1,"I wrote a piece for @Sprinklr?? blog about the importance of trust in building relationships &amp; a track record of success. I believe that trust is the currency of the future, which is why companies need to go the extra mile to safeguard customer data. https://t.co/3l3JBw2gXA"
'936726252009930752,7,1,"@NishantMehta97 @IvankaTrump @narendramodi Thank you, I believe greatly in India?? future"
'934826569700229120,3,,"I love spending time with family, especially in my favorite vacation location, Hawaii. There is nothing more fulfilling than watching your grandkids develop their curiosity and joy in life. https://t.co/oIZpQmp97r"
'1012433984104554496,1,,Security breaches are a nightmare for companies. There?? never been a more critical time for predictive analytics &amp; solutions to improve cyber-resilience. Congrats on the successful Series B funding round @balbixinc! https://t.co/J26l6ran0B
'989913348031430656,7,8,@YumikoKokuryu @TheRevealCo Sharing our challenges is as important as sharing our successes...and thank you
'1002280573203726336,7,1,"Far reaching podcast with @BrianSozzi on @TheStreet. I think you will find it worth the time to listen as we discuss IPOs, regulation, startups, future of tech, innovation leadership, security, privacy, and goals of @JC2Ventures. https://t.co/Bn2EqBEP3H"
'922620056990760960,7,2,"Exciting time to be a part of @OpenGovInc as they help cities organize data, run gov more effectively @issielapowsky
https://t.co/ewTWXqNp8C"
'937756733304291328,7,1,"Insightful discussion with @Umesh_Sachdev &amp; @uniphore leadership team this week. As #ChiefGuru, I?? excited to see how this #startup will continue innovating to improve the future of speech technology. https://t.co/jHP9sVPWRn"
'1001955807280451584,9,,"@JonCzas @joinstationf @business @EmmanuelMacron Yes I am, I am going on the board of Bloom Energy a clean, reliable and affordable energy startup."
'897256828123226112,1,,"Middle Eastern startups are overcoming barriers to tap into growing appetite for tech, via @techreview https://t.co/P46LTkNIzg"
'1057468492344057856,7,1,"It?? always a pleasure speaking with @ShereenBhan, who has a knack for asking the right questions to guide meaningful conversations. Thanks for joining us at @USISPForum?? #IndiaLeadershipSummit! https://t.co/00ZK9RVwf5"
'946085192032120832,0,,"@Hakim_Abushaala @Cisco Thank you, great companies have great cultures. Thanks for helping to make it happen"
'1055250842377285632,1,,"Honored to be selected as one of @TheModernSale?? top 10 sales influencers of 2019. My experience in sales taught me the importance of staying extremely close to customers, which can help companies of any size succeed in predicting market transitions. https://t.co/aGbLcAQBAk"
'1033731331841118208,0,3,Elaine &amp; I send our thoughts to John McCain?? family at this difficult time. I had the pleasure of calling Senator McCain my friend for 25+ years and learned so much from him. He was a true American hero &amp; role model for political/business leadership. He will be dearly missed. https://t.co/GmpWUaS9TQ
'1028835718485827584,1,,@KnowledgEconomy @CityLab Having lived in Pittsburg I agree with your conclusion.
'1075869511889256450,7,1,"Fun joining CEO of JC2-backed @Uniphore @Umesh_Sachdev at the Conversational AI Leadership Summit 2018. #AI will be one of the most profound technologies of our time, which is why I?? working with Uniphore to drive the future of speech analytics using AI.https://t.co/cQIHfqfAil"
'1116772952907718657,1,,"Huge congrats to @rubrikInc, a @JC2Ventures-backed #startup, for being named to 2019 #LinkedInTopCompanies, honoring 50 most sought-after US companies! This underscores the team?? relentless focus on transparency &amp; customer success in everything they do. https://t.co/BGLeJ9yEAa"
'910690781337329665,3,,One of my more creative landings at @UOPacific ball field! https://t.co/fWvAYKvIxH
'1050839582353186816,1,,"Excited to see my friends @j_n_s &amp; @Brian_Marlier teaming up to take @focalpointdr, global leader in the data risk management space, to new heights. Congrats on the announcement! https://t.co/DSS5witOKh"
'907851957175554049,7,,"Very engaging dinner with Israeli leadership, venture capitalists, business, government, and startups. Big smiles and great conversation! https://t.co/8rY9bEmkOF"
'1126229380554870786,7,1,"Great to speak with @Machiz from @Nasdaq during #CloudNY. We covered a lot of ground in the short interview, from my work with #startups, to leadership lessons, to the future of VCs. Thanks for taking the time! Cc @BatteryVentures https://t.co/QCmb6tvP1q"
'879756746985701376,7,1,"Powerful speech by @VP on US-India ties, growing prosperity, security and freedom. Can't wait to see what we will achieve together #USIBC42 https://t.co/yhXOdC7YGo"
'1128949092338589696,7,1,"Great to speak w/ @BettyWLiu for @NYSE?? Slice video series. Our conversation aired today on @cheddar &amp; I?? love for you to check it out! We talked about everything from the importance of #startups, to the changing role of the modern-day VC, &amp; more. https://t.co/QJeT4ww5Uu"
'923927709536878593,7,1,Encourage you to tune in now to the @wvucobe Festival of Ideas! https://t.co/btOanz0bm9
'1131318646490501122,7,1,"What an honor to join the panel w/ @rquintini &amp; @mstiddy, moderated by @MazMHussain, at #CollisionConf, discussing whether tech is for good. We agreed that it is, but only when we focus on giving back, creating jobs &amp; cultivating the next generation of #startup CEOs / founders! https://t.co/0z180vCREt"
'994788859740393472,10,,@MaryHaggerty_ @Bloom_Energy Thank you
'1005247681097134080,10,,@JeffFarrah Thank you will do
'955731813305110528,1,,"@brigantine22 @LaFrenchTech @EmmanuelMacron @gouvernementFR There is no pay for the job, it is my honor to play a small role on assisting France?? leaders be the example for Europe on innovations, startups and inclusion."
'1029084301604712448,3,1,"My annual trip to Alaska with 12 @JC2Ventures startup CEOs and 12 Sr. Leaders! Spending a week together fishing is a chance to share experiences, bond, and learn from those who've been there and done it before. Thank you to everyone who could join me on this year's journey! https://t.co/zx7gIsCxDw"
'963977957067796480,1,,@karthikkittu @USISPForum @NavtejSarna @CGISFO @IndianEmbassyUS @JC2Ventures An opportunity to change the lives of all citizens in India and the US
'955587585836855296,7,1,Humbled to take on the new role of Global Ambassador to @LaFrenchTech and work closely with @EmmanuelMacron to promote and grow France as a #startup nation. Thank you for this incredible opportunity! https://t.co/rCzQhDuTSN
'1007357896181481472,1,,"How do companies go from #startup to ??row up?? Young companies need to clearly define market priorities, build capacity to scale &amp; create a replicable process (I used to think process was a dirty word, but it?? actually bureaucracy). Great article in @Forbes on scaling startups! https://t.co/iTEsppfP0d"
'932658469999730688,7,1,Amazing how @Numaparis cont. to scale startups &amp; how far companies have come in quality questions &amp; ideas in just 1yr since my last session https://t.co/9gzXXLUMbk
'989913131945148416,7,8,"@SelbyWellman @TheRevealCo Selby, great to hear from you and thanks"
'1111335298858774529,7,1,"It?? always a pleasure to speak with the hosts of @CNBC @SquawkAlley, and I?? looking forward to returning to the show this Friday, March 29, to share my thoughts on the latest tech news &amp; trends! Tune in at 11:10 am ET / 8:10 am PT to catch my interview! https://t.co/vc9kdlFjBH"
'915272717594648576,7,1,Great discussion with @AshourAspire @LauraBehrensWu @mcgrathmag about growing and scaling startups today at @Forbes #Under30Summit https://t.co/uLQl5AxxW7
'1095387803448307712,7,1,"Thank you, @LOT_ETNow, for having me on #LeadersofTomorrow to talk about my vision for @JC2Ventures, the evolution of every company becoming a #tech company, &amp; India?? bright future as a #StartupNation! https://t.co/HquIdnxOMJ"
'991653048819728384,7,1,"Gave keynote on 5 mistakes your company should not make @CollisionHQ. Lessons learned for #startup leadership and for large companies on focusing on market transitions. View the clip from that session, think you will find it very stimulating. https://t.co/IKe3y7O9b4 https://t.co/fMHwyM0cfV"
'934871252912820224,3,,@mmoazami It is a beautiful course. Glad ur golf game improving
'1104428161662636032,7,1,@abmouraIT @JC2Ventures @RSAConference @dianebrady Would be honored to sign it when our paths cross
'987482973053177856,1,,@skaragiannis @EmmanuelMacron @Forbes @EdinburghUni Fair points
'915626297316876288,7,1,"Great energy at @Forbes #Under30Summit, shared my insights with startups on culture, scaling &amp; transforming markets https://t.co/6gYPpgZRfm"
'991443799653126145,1,,"@skaragiannis @PwC Agree, the digital natives, younger people are very much aware of the power of AI and a new digital world."
'1037468162390777856,8,,Investor &amp; VC @JohnDoerr is almost always right when it comes to determining company success. Thank you for your kind words about my new book #ConnectingTheDots. Have you pre-ordered your copy yet? https://t.co/1EHnbiCsKl https://t.co/EroyKSRwup
'953405638595375104,1,,@mcphee_martin Thank you and will see if we can do it again
'1096144270501638144,0,,"During my time as CEO of Cisco, we reinvented the organization time &amp; time again ??&amp; now I?? doing that in my own career with my next chapter as a #startup mentor &amp; investor. Thanks to my friend @levie for having me speak to top leaders during @Box?? Leaders Day! https://t.co/expBHYx5Hu"
'1010637505048109056,10,,@anandmeansbliss @JC2Ventures @SparkCognition @WSJ Company looks very exciting!
'974294014986891264,1,2,"Congrats to @OpenGovInc Founder &amp; CEO @ZacBookman for making the @SFBusinessTimes ??#40under40 2018 Class. This is incredibly well-deserved honor, and I?? excited to continue watching you succeed in your journey to empower more effective &amp; accountable governments around the globe https://t.co/ey7U2Urpuw"
'963522224819814400,7,9,You have an incredible vision @AshourAspire and I?? excited to help as @AspireFG continues to grow! https://t.co/kdrUBASGGT
'1005686121114755075,1,2,"@ashishanand Thank you, we need to keep our nation leaders and citizens aware of how important attracting the best talent in the world is to our future job creation"
'995337046179762176,7,1,"@segaldoron @SWC2018 @anis_uzzaman I agree, the quality and creativity of all those startups was truly amazing"
'1124019405082505218,7,,"Great speaking w/ @NeerajVC @BatteryVentures @cloudnysummit this week about how to build a successful company. One thing to keep in mind: Leaders need to embrace the ebb &amp; flow of doing business. In fact, I believe you can learn more from your failures than your successes. https://t.co/4tfB3FRjQ4"
'953404062602416128,1,,@asheaw Thank you! Had another good meeting withPadma#
'936093429318033408,1,9,"Gender equality and startups go hand in hand and can contribute an incremental 3% to GDP growth and job creation. It?? a social, moral, economic and productivity issue for all https://t.co/C4MijWkUj3"
'1052301372689866752,7,2,"Thanks to my friend @karaswisher for having me on @Recode Decode to outline the type of national digital policy the US needs to become a #StartupNation. Now more than ever, we need both sides of aisle to join forces and make a digital-first plan a reality. https://t.co/5eavQZD0yd"
'908393342974783489,7,,"Was an honor to share the profound leadership stories about my very good friend Shimon Peres 1 yr later. He changed Israel, the world, &amp; me https://t.co/M6J5LT1Bse"
'1128623106510159878,7,1,"Excited to return to #VivaTech in France, where I am moderating a panel w/#ForbesUnder30 Europe honorees and sharing the stage w/Marie Schneegans @workwell. Glad to be part of this important event, which aims to connect large multinationals &amp; #startups  https://t.co/ozIpHpQpuh."
'946083681684164608,0,,"@mokabbar @Cisco Mohamad, thank you for your kind words, our paths will cross again."
'1108846113899966466,1,,"@guneetIoT @HarvardBiz @relayr_iot @josefbrunner Completely agree, equally challenging is just automating your current business model and process rather than using the new technology to dramatically change the process"
'941770237795430400,1,,"Every industry is being digitally transformed, and drones are here to help! One of the #startups I work with, @airware, is at the forefront of this exciting transition. CEO @ytechdata details how in her recent blog about drones and the Digital Revolution. https://t.co/CugijWV7a8"
'1009831130915209216,1,,"#Startups generate 20% of all new jobs ??but they only make up 10% of all U.S. firms. We need a federal plan that prioritizes startups, which is why I?? happy to see @hamiltonproj?? federal proposal that would fund research, training, incubators &amp; other entrepreneurial programs. https://t.co/Vno2oM4an2"
'976914638192308224,7,1,#USIndia relations are top of mind after my trip to India earlier this month. Check out @USISPForum?? insights about how bilateral trade has increased between the countries in recent years ??and what this means for the strategic relationship we are working hard to build. https://t.co/KVeZNLPOTr
'1093967786068475904,7,1,"Thank you @carlquintanilla, @saraeisen &amp; @davidfaber of @CNBC @SquawkStreet for having me on the show today to talk international trade, national digitization policies &amp; what the US needs to do if we want to become a true #StartupNation. https://t.co/up8IY1GZqw"
'999219074562494464,7,1,"Feeling energized today at #StationF in Paris, where I?? joined backstage at @BloombergLive?? Sooner Than You Think by my friends and great entrepreneurs Maurice L?vy, @Xavier75 &amp; John Micklethwait #styt @joinstationf https://t.co/PJBWTav9Dk"
'1119002755874443264,7,1,"#Startups drive economic growth, job creation, innovation &amp; inclusion, which is why it's great to see this new wave of tech IPOs. That said, I still advise investors to approach these opportunities as a portfolio play. Thanks @JonErlichman @BNNBloomberg https://t.co/KIG87P3gsC"
'940307069248217089,0,,For 23 yrs Phyllis has been the greeting smile and face of @Cisco culture for everyone that comes through our doors.  And she has never taken a sick day! So proud of the wonderful people that are part of the @Cisco family! https://t.co/IZ4y71CYNH
'937846445855596545,7,1,One of my top predictions for 2018? Voice will be the leading platform and dominate/eat all interfaces. I believe @pindrop is uniquely positioned to lead this trend! Awesome meetings with @BW @bloomberg with @Pindrop CEO @Vijay_Voice https://t.co/EeGduqNomO
'1016710981311844352,7,1,"From a tech perspective, we??e living in an exceptional moment in time. There?? never been a better opportunity to look at the world's metamorphoses. Thanks @Cercle_eco for having me at #REAix2018 to discuss my vision for the future of France. https://t.co/nfpZZs2YW1"
'961014847222644736,1,9,"Having mentors is more critical than ever in today's business environment. @sherylsandberg is absolutely right, we need more male managers to step up and mentor women. That?? why I?? committed to #MentorHer https://t.co/ERPZCoBkt9"
